CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Unnamed: 19
720707283,48.0,M,4,Unknown,Married,$80K - $120K,Blue,36.0,5.0,3,0,5288.0,866,0.869,1777,42,0.75,0.164,
771698658,44.0,M,5,Graduate,Married,$60K - $80K,Blue,32.0,4.0,5,3,11376.0,2006,0.619,1302,27,0.8,0.176,
748326258,48.0,M,3,College,Married,$80K - $120K,Blue,41.0,4.0,5,3,12302.0,1632,1.509,1483,41,0.519,0.133,
770817783,47.0,M,4,Graduate,Married,$60K - $80K,Silver,33.0,3.0,2,1,34516.0,1679,0.623,1060,27,0.5,0.049,
779353083,47.0,M,2,Graduate,Married,$60K - $80K,Silver,32.0,4.0,2,2,34516.0,1468,0.505,1330,32,0.684,0.043,
711441333,43.0,F,1,High School,,Less than $40K,Silver,35.0,3.0,2,2,10514.0,1580,0.504,1229,27,0.8,0.15,
719808558,55.0,F,2,Graduate,Married,Less than $40K,,43.0,2.0,4,3,1438.3,0,0.707,886,27,0.421,0.0,
711551958,59.0,M,2,Post-Graduate,Married,$60K - $80K,Blue,46.0,3.0,3,3,1438.3,0,0.688,844,24,0.5,0.0,
809164083,63.0,M,1,Graduate,Married,$40K - $60K,Blue,56.0,2.0,1,2,2619.0,1779,1.259,1450,37,0.947,0.679,
820596183,58.0,M,2,College,Married,$120K +,Blue,53.0,2.0,3,0,24407.0,2395,1.071,2311,48,0.714,0.098,
715999608,53.0,F,2,High School,Married,Less than $40K,Blue,36.0,4.0,1,2,2377.0,1649,0.93,1378,26,1.167,0.694,
710565408,59.0,M,0,Unknown,Unknown,$80K - $120K,Silver,40.0,3.0,2,3,34516.0,1359,1.327,1033,26,1.364,0.039,
805543158,52.0,,3,Graduate,Married,$120K +,Blue,47.0,5.0,3,3,11086.0,2207,0.869,1523,40,1.105,0.199,
709752183,48.0,M,3,High School,Single,$60K - $80K,Blue,36.0,4.0,2,2,11432.0,2517,0.615,1374,37,0.762,0.22,
716479233,43.0,M,4,High School,Married,$40K - $60K,Blue,36.0,5.0,3,2,13258.0,1721,0.908,1080,21,1.333,0.13,
713837058,48.0,M,2,College,,Less than $40K,,36.0,3.0,2,3,2571.0,1955,0.531,1234,24,0.714,0.76,
718876683,43.0,F,4,Graduate,,Less than $40K,Blue,31.0,5.0,2,0,5781.0,1168,0.638,1600,32,0.455,0.202,
770746908,44.0,M,4,Unknown,Married,$60K - $80K,Blue,30.0,5.0,1,2,7872.0,2509,0.971,1155,32,0.882,0.319,
794843883,41.0,M,3,High School,Married,$80K - $120K,Blue,35.0,6.0,1,2,34516.0,1202,0.603,1353,33,0.737,0.035,
803043933,44.0,F,3,Uneducated,Divorced,Less than $40K,Silver,38.0,4.0,1,3,11127.0,1835,2.368,1546,25,1.273,0.165,
758076408,50.0,M,2,Unknown,Single,$40K - $60K,Blue,43.0,2.0,1,3,1857.0,1603,0.579,1590,43,1.263,0.863,
714606558,60.0,F,1,Uneducated,,Less than $40K,Blue,36.0,5.0,1,0,1913.0,1272,1.008,1448,22,1.0,0.665,
778425408,44.0,M,4,Graduate,,$80K - $120K,Blue,24.0,5.0,3,0,3839.0,2295,0.569,1271,24,0.714,0.598,
714171108,48.0,F,3,Graduate,Divorced,$40K - $60K,Blue,39.0,6.0,2,3,2115.0,1141,0.616,1223,20,0.538,0.539,
719662458,44.0,F,2,Graduate,,Less than $40K,Blue,27.0,5.0,2,2,1438.3,679,0.859,1117,29,1.071,0.472,
713137233,41.0,M,2,High School,Single,$80K - $120K,Blue,28.0,4.0,3,0,27756.0,1789,0.75,994,24,0.846,0.064,
769425858,45.0,M,3,College,,$60K - $80K,Blue,32.0,4.0,1,2,1438.3,0,0.81,1468,26,0.625,0.0,
711297483,47.0,F,2,Uneducated,,Less than $40K,,34.0,6.0,4,2,13878.0,2222,0.853,1658,38,0.357,0.16,
788900883,51.0,F,2,Graduate,Married,Less than $40K,Blue,36.0,3.0,1,3,3106.0,1304,0.604,1368,38,0.407,0.42,
758348808,51.0,M,2,Graduate,,$120K +,Blue,44.0,4.0,3,3,34516.0,1666,0.613,1218,18,0.8,0.048,
772336458,60.0,F,1,Uneducated,Married,$40K - $60K,Blue,50.0,4.0,4,3,1438.3,1025,0.838,702,12,0.714,0.713,
708711483,57.0,M,2,Unknown,Married,$80K - $120K,Blue,46.0,2.0,3,0,18871.0,1740,1.727,1516,21,2.0,0.092,
717906783,41.0,M,5,Graduate,Single,$120K +,Blue,29.0,5.0,2,2,5207.0,1748,1.073,1310,26,1.0,0.336,
719437908,44.0,M,3,Post-Graduate,,$80K - $120K,Blue,36.0,6.0,2,2,17965.0,1644,0.921,1767,50,0.923,0.092,
769433508,43.0,M,1,College,Single,$60K - $80K,Blue,37.0,6.0,3,3,2733.0,1819,0.767,933,25,0.923,0.666,
790096533,55.0,M,2,College,Married,$60K - $80K,Blue,48.0,4.0,3,2,8863.0,1301,1.207,1512,27,1.455,0.147,
720997383,52.0,M,1,Uneducated,Married,$80K - $120K,Blue,36.0,2.0,3,3,1857.0,1833,0.723,829,17,0.7,0.987,
787541883,44.0,M,3,Graduate,Unknown,$80K - $120K,Blue,33.0,3.0,3,3,34516.0,0,0.483,1120,27,0.35,0.0,
709930758,41.0,M,2,Uneducated,,$40K - $60K,Blue,30.0,5.0,3,3,11107.0,1222,0.538,1506,33,0.941,0.11,
789830058,44.0,M,4,Unknown,Single,$80K - $120K,Blue,34.0,4.0,1,2,21573.0,1585,0.621,1384,36,2.273,0.073,
710299608,53.0,F,2,Unknown,Married,Less than $40K,Blue,33.0,2.0,3,3,2859.0,2517,0.993,817,30,0.667,0.88,
710741208,39.0,M,2,High School,Single,$80K - $120K,Blue,36.0,4.0,2,2,5269.0,1475,1.148,2094,25,0.667,0.28,
821797008,49.0,M,5,College,Married,$40K - $60K,Blue,45.0,2.0,2,3,1438.3,0,0.734,815,21,0.615,0.0,
708874533,45.0,F,2,College,Married,Less than $40K,Blue,36.0,1.0,3,2,3387.0,0,0.789,510,24,0.6,0.0,
715341858,54.0,M,2,Graduate,Married,$80K - $120K,Blue,46.0,6.0,2,3,1982.0,1289,0.939,1377,49,0.69,0.65,
793636308,49.0,M,3,Uneducated,Single,$80K - $120K,,43.0,2.0,2,2,4645.0,1650,0.912,1193,33,0.65,0.355,
713779908,46.0,F,3,Doctorate,Single,Unknown,Blue,36.0,6.0,3,2,2189.0,1666,0.343,1287,36,0.636,0.761,
712125258,46.0,M,4,High School,,$120K +,Blue,30.0,3.0,3,3,2442.0,0,0.98,701,19,0.727,0.0,
709703433,47.0,M,3,Graduate,Married,$60K - $80K,Blue,38.0,4.0,1,2,21304.0,1532,1.018,1770,25,0.923,0.072,
721022433,44.0,M,2,Doctorate,Single,$60K - $80K,Blue,36.0,5.0,1,2,7577.0,2480,0.435,1409,35,0.167,0.327,
710103558,50.0,M,3,Post-Graduate,Single,$120K +,,31.0,4.0,1,2,3234.0,1486,0.868,1354,28,0.647,0.459,
715952883,73.0,M,0,High School,Married,$40K - $60K,Blue,36.0,5.0,3,2,4469.0,1125,1.363,1765,34,1.615,0.252,
719731458,56.0,,3,Unknown,Unknown,$40K - $60K,Blue,46.0,6.0,3,4,2910.0,709,0.538,1192,27,0.588,0.244,
772390908,59.0,M,0,High School,Single,$40K - $60K,Blue,48.0,2.0,4,3,3616.0,1054,0.616,687,17,0.545,0.291,
787348608,70.0,M,0,High School,Married,Less than $40K,Blue,56.0,3.0,2,3,3252.0,1495,0.581,1227,15,0.875,0.46,
709485033,55.0,F,2,High School,Married,Less than $40K,Blue,36.0,4.0,3,3,2358.0,1152,0.969,1737,26,1.6,0.489,
715432608,43.0,M,4,Unknown,Single,$60K - $80K,Blue,36.0,4.0,1,0,22322.0,953,0.769,1348,34,1.125,0.043,
799471833,45.0,M,1,Uneducated,Single,$120K +,Blue,39.0,4.0,2,2,3133.0,1510,0.609,1435,38,0.462,0.482,
714187533,45.0,F,2,Uneducated,,$40K - $60K,Blue,35.0,2.0,3,0,3540.0,849,0.456,1321,28,0.75,0.24,
779656908,40.0,M,1,Graduate,Married,$40K - $60K,Blue,23.0,6.0,3,2,6990.0,1378,0.73,1479,29,0.611,0.197,
788950158,36.0,M,2,College,,$80K - $120K,Blue,22.0,2.0,2,3,34516.0,1652,0.854,1283,39,1.294,0.048,
778867533,59.0,F,0,Post-Graduate,Married,$40K - $60K,Blue,40.0,1.0,4,1,1438.3,0,1.038,689,23,0.353,0.0,
710620383,43.0,M,4,Unknown,,$60K - $80K,Blue,35.0,6.0,3,2,24396.0,1171,0.655,965,17,1.125,0.048,
778661358,46.0,F,1,Unknown,Married,Less than $40K,Blue,36.0,2.0,3,2,2474.0,2143,1.53,1541,40,1.0,0.866,
789483333,41.0,M,2,Uneducated,Married,$40K - $60K,,32.0,5.0,1,3,5214.0,795,0.707,1258,23,1.3,0.152,
809855808,51.0,F,2,Graduate,,Less than $40K,Blue,46.0,5.0,2,2,5207.0,1650,0.708,1339,20,0.538,0.317,
718464258,51.0,F,3,Unknown,Unknown,Less than $40K,Blue,25.0,2.0,2,2,9512.0,1082,0.701,1007,22,1.444,0.114,
708528483,43.0,F,4,Graduate,,Unknown,Blue,23.0,6.0,3,2,3187.0,2430,0.617,1387,33,1.357,0.762,
771809733,64.0,F,0,High School,Married,$40K - $60K,,53.0,1.0,3,3,3353.0,0,1.021,960,18,0.385,0.0,
719942883,54.0,M,5,Graduate,Married,$60K - $80K,Blue,38.0,3.0,3,3,2290.0,1434,0.923,1119,18,3.5,0.626,
807226683,48.0,M,3,Unknown,Single,$40K - $60K,Blue,43.0,6.0,1,3,5279.0,1115,0.549,1642,41,0.519,0.211,
717806133,40.0,M,2,Uneducated,,$60K - $80K,Blue,29.0,5.0,3,0,23603.0,0,0.795,1382,31,1.067,0.0,
720615708,57.0,M,0,Uneducated,Married,$40K - $60K,Blue,45.0,6.0,2,2,2601.0,0,0.814,1232,32,0.684,0.0,
714511758,45.0,M,4,Graduate,Single,$80K - $120K,Blue,40.0,4.0,3,0,6363.0,1029,0.838,1542,16,1.286,0.162,
715050408,41.0,M,3,High School,Single,$80K - $120K,Blue,36.0,4.0,3,3,8029.0,1576,0.826,1094,32,0.524,0.196,
721132233,42.0,F,4,Uneducated,Married,Less than $40K,Blue,31.0,2.0,2,2,2410.0,1769,0.759,1217,30,1.143,0.734,
719211558,45.0,M,2,Graduate,,$60K - $80K,Blue,36.0,1.0,1,2,3401.0,0,0.898,744,18,1.0,0.0,
712069008,42.0,F,4,Uneducated,Married,Less than $40K,Blue,23.0,4.0,2,0,2260.0,1007,0.84,1614,33,0.737,0.446,
715996983,47.0,M,4,Uneducated,Divorced,$80K - $120K,Blue,30.0,5.0,2,2,17682.0,2481,1.302,1747,31,1.214,0.14,
773466258,48.0,F,4,High School,Married,$40K - $60K,Blue,42.0,3.0,1,3,4206.0,1100,0.587,1144,22,1.0,0.262,
798983508,43.0,M,1,Graduate,,$80K - $120K,Silver,37.0,4.0,3,2,34516.0,1440,1.117,1575,34,2.4,0.042,
719117433,41.0,M,4,High School,Unknown,$80K - $120K,Blue,36.0,4.0,3,0,23018.0,2168,0.859,1463,24,1.667,0.094,
716451183,54.0,F,1,Uneducated,Married,$40K - $60K,,44.0,5.0,2,3,5556.0,1711,1.434,1706,21,1.625,0.308,
718621608,54.0,F,2,High School,Married,Unknown,Blue,44.0,3.0,3,1,6094.0,0,1.129,909,14,0.273,0.0,
715085733,61.0,M,0,Graduate,Married,$40K - $60K,Blue,52.0,3.0,1,2,2939.0,1999,2.145,2434,33,1.538,0.68,
788977833,61.0,M,0,Uneducated,,$80K - $120K,Blue,48.0,2.0,1,0,5362.0,1274,1.015,1876,41,0.783,0.238,
720272958,48.0,M,2,High School,Married,$120K +,Blue,36.0,3.0,3,3,27126.0,0,0.953,1000,25,0.786,0.0,
708421833,45.0,F,4,Graduate,Single,Less than $40K,Blue,36.0,6.0,3,2,3342.0,2517,0.771,1139,30,0.765,0.753,
709173108,54.0,F,4,Graduate,Married,Unknown,Blue,40.0,6.0,2,2,2532.0,2221,0.491,799,21,0.235,0.877,
709879458,54.0,F,3,Doctorate,Married,Unknown,Blue,46.0,2.0,2,3,1900.0,1376,0.89,1881,45,0.607,0.724,
715120608,44.0,,3,Graduate,Single,$60K - $80K,Blue,37.0,2.0,3,2,14546.0,1703,0.955,1273,27,0.588,0.117,
770632758,50.0,F,4,Doctorate,Single,Unknown,,36.0,2.0,3,2,2521.0,1608,0.587,1328,33,0.571,0.638,
779078733,55.0,M,2,Doctorate,,$60K - $80K,Blue,36.0,3.0,4,3,16427.0,1682,0.631,1579,36,1.118,0.102,
771742533,48.0,M,2,Graduate,Unknown,$40K - $60K,Blue,36.0,5.0,1,2,13068.0,1718,0.607,937,28,0.556,0.131,
720250158,45.0,M,2,College,Single,$60K - $80K,Blue,33.0,6.0,3,0,23218.0,1814,1.178,1749,37,2.083,0.078,
716458983,60.0,M,0,High School,Married,$40K - $60K,Blue,36.0,5.0,1,3,3281.0,837,1.859,1424,29,1.417,0.255,
713747733,55.0,,2,High School,,$40K - $60K,Blue,47.0,5.0,3,2,3096.0,2217,0.799,2011,41,0.783,0.716,
712270158,62.0,F,0,High School,Married,$40K - $60K,Blue,52.0,5.0,2,3,2052.0,1250,0.728,1208,31,0.632,0.609,
789562383,38.0,F,1,High School,Unknown,Less than $40K,Blue,30.0,2.0,3,0,1438.3,583,0.888,1259,24,1.0,0.405,
754897008,46.0,M,3,High School,Single,$40K - $60K,Blue,39.0,2.0,3,2,9432.0,1418,0.612,1319,26,0.368,0.15,
819700533,50.0,M,0,High School,Single,$120K +,Silver,,5.0,2,3,14938.0,2303,0.804,949,27,2.0,0.154,
712890408,45.0,M,2,Uneducated,Married,$60K - $80K,Blue,36.0,5.0,3,2,2221.0,1343,0.869,1338,30,1.308,0.605,
720248208,47.0,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37.0,6.0,3,0,5731.0,1577,0.657,1554,26,0.444,0.275,
779749908,48.0,M,4,College,Married,$60K - $80K,Gold,33.0,2.0,2,3,34516.0,2061,0.722,1350,32,0.455,0.06,
717401883,35.0,M,3,Uneducated,Married,$60K - $80K,Blue,22.0,5.0,2,2,6985.0,1130,0.963,1694,44,0.76,0.162,
721509558,51.0,M,2,Graduate,Married,$120K +,Blue,42.0,3.0,3,0,24221.0,1707,0.816,1678,40,0.538,0.07,
710572458,36.0,F,3,High School,Married,Unknown,Blue,24.0,4.0,1,1,15439.0,0,0.742,2069,43,0.536,0.0,
714576183,47.0,M,4,Graduate,Single,$80K - $120K,Blue,36.0,6.0,3,2,21637.0,2030,0.776,1222,23,0.438,0.094,
721425558,52.0,M,2,Graduate,Single,$120K +,Blue,37.0,2.0,3,2,14543.0,0,0.788,1536,37,0.423,0.0,
711109908,43.0,F,4,Uneducated,Married,Less than $40K,,36.0,2.0,1,1,9684.0,2475,0.697,1400,31,2.1,0.256,
715203108,63.0,M,2,High School,Married,$40K - $60K,,36.0,2.0,2,2,5007.0,930,0.885,1050,28,1.154,0.186,
710027508,61.0,M,0,Graduate,,$60K - $80K,Blue,54.0,3.0,2,0,1616.0,1047,0.984,1389,33,1.2,0.648,
787464408,53.0,M,2,Uneducated,Single,$60K - $80K,Blue,40.0,5.0,2,2,19116.0,0,0.656,1184,29,0.611,0.0,
783542133,53.0,F,3,Graduate,Married,Less than $40K,Blue,47.0,5.0,6,2,2759.0,2223,1.32,2093,42,1.0,0.806,
708330858,57.0,M,3,Graduate,Married,$120K +,Blue,38.0,2.0,3,3,8249.0,1381,0.798,678,11,0.833,0.167,
714426783,38.0,F,2,Graduate,Single,Unknown,Blue,31.0,2.0,3,2,14041.0,2154,1.084,1467,29,1.417,0.153,
712701333,53.0,M,3,High School,Married,$60K - $80K,Blue,43.0,5.0,3,2,5264.0,2169,0.374,1219,27,0.5,0.412,
709494483,63.0,F,0,Unknown,Married,Less than $40K,,54.0,4.0,2,1,2420.0,1912,1.256,1730,36,0.565,0.79,
773373108,49.0,F,4,High School,,Less than $40K,Blue,43.0,4.0,2,0,2826.0,2070,0.541,1025,28,0.647,0.732,
715812258,45.0,M,2,High School,Married,$80K - $120K,,34.0,5.0,5,2,12518.0,1539,0.645,1165,33,0.833,0.123,
778286433,67.0,M,0,Graduate,Married,$40K - $60K,Blue,56.0,4.0,2,1,5876.0,1297,1.012,2133,55,0.719,0.221,
789270033,48.0,M,3,Graduate,Single,$80K - $120K,Silver,37.0,3.0,2,3,34516.0,0,0.448,1122,13,0.182,0.0,
711569433,51.0,F,2,Uneducated,Divorced,Less than $40K,Blue,38.0,4.0,1,2,9648.0,1926,0.549,1083,22,1.75,0.2,
720214833,52.0,M,2,High School,Single,$80K - $120K,Silver,40.0,3.0,3,3,34516.0,2177,1.32,1234,23,1.875,0.063,
709346133,55.0,F,2,Uneducated,Married,Unknown,,35.0,3.0,3,0,3025.0,2376,1.252,1277,23,1.875,0.785,
788194458,34.0,M,3,High School,,$60K - $80K,Blue,26.0,4.0,3,3,3265.0,2517,0.952,1843,35,0.944,0.771,
720779733,56.0,M,1,Uneducated,Married,$120K +,Blue,36.0,3.0,2,2,6041.0,1355,0.685,1747,49,0.581,0.224,
717424458,44.0,F,2,Post-Graduate,Married,Less than $40K,Blue,36.0,3.0,3,2,2293.0,1823,0.617,1166,22,1.444,0.795,
708820308,47.0,M,3,Post-Graduate,,$80K - $120K,,36.0,6.0,2,2,13399.0,2505,0.627,1326,31,0.824,0.187,
710558058,46.0,F,3,Unknown,Married,Less than $40K,Blue,38.0,4.0,3,3,4317.0,2517,0.944,1619,36,1.0,0.583,
770590758,43.0,,3,Graduate,,$40K - $60K,Blue,29.0,5.0,2,0,3378.0,1069,0.581,1285,16,0.333,0.316,
718490658,50.0,F,1,Graduate,Single,Less than $40K,Blue,36.0,4.0,1,3,5012.0,2242,0.816,1142,28,1.0,0.447,
711985833,38.0,F,4,Uneducated,,Less than $40K,,30.0,4.0,1,0,2569.0,1605,0.574,1190,46,0.643,0.625,
708967608,53.0,F,1,Graduate,Single,Less than $40K,,45.0,3.0,1,2,3471.0,1785,1.051,1052,24,0.714,0.514,
718505958,43.0,M,5,Graduate,,$120K +,,31.0,5.0,3,3,34516.0,1699,0.771,1628,38,0.727,0.049,
715024233,53.0,M,1,High School,Married,$120K +,,36.0,6.0,3,2,3312.0,1844,0.986,1740,32,0.882,0.557,
779249583,56.0,F,1,Graduate,Married,Less than $40K,Blue,38.0,4.0,3,3,2578.0,2462,1.707,1378,29,0.812,0.955,
709278258,54.0,M,2,Unknown,Married,$40K - $60K,,44.0,4.0,3,2,2902.0,2517,0.821,996,26,0.444,0.867,
778928283,57.0,F,3,High School,Married,Less than $40K,Blue,39.0,3.0,2,1,2742.0,2321,1.315,1389,32,0.6,0.846,
712299858,62.0,M,1,High School,Married,Less than $40K,Blue,53.0,5.0,3,3,2077.0,1571,1.031,1365,38,1.0,0.756,
799224108,46.0,F,4,Graduate,Single,Less than $40K,Blue,40.0,5.0,1,2,6265.0,1942,1.027,1715,43,0.87,0.31,
809976033,49.0,M,2,Uneducated,Married,$60K - $80K,Blue,44.0,6.0,3,0,7819.0,1560,0.827,1582,25,0.786,0.2,
716203308,52.0,M,3,Graduate,Single,$80K - $120K,,42.0,6.0,3,3,2731.0,1692,0.62,1220,22,0.692,0.62,
714871683,58.0,M,1,Uneducated,Married,$40K - $60K,Blue,36.0,2.0,4,3,1438.3,537,0.819,715,13,0.182,0.373,
716139933,54.0,M,0,High School,Married,$80K - $120K,Blue,36.0,3.0,1,2,16286.0,1710,1.223,2552,49,1.227,0.105,
716984658,49.0,M,1,Graduate,Married,$120K +,Blue,39.0,3.0,2,3,34516.0,0,0.507,1106,31,0.938,0.0,
713086008,58.0,F,3,High School,Married,Less than $40K,Blue,47.0,6.0,1,0,2609.0,2439,1.269,1731,34,1.833,0.935,
713773458,52.0,M,2,High School,Single,$60K - $80K,Blue,45.0,5.0,3,2,7567.0,1173,0.541,1435,32,0.6,0.155,
719242533,41.0,M,5,High School,Married,$60K - $80K,Blue,33.0,5.0,3,3,22770.0,2517,0.994,1882,38,0.652,0.111,
772712658,62.0,F,0,Uneducated,,Less than $40K,Blue,50.0,5.0,1,2,3791.0,1648,1.227,2058,34,0.789,0.435,
788868858,54.0,M,2,Graduate,Married,Less than $40K,,39.0,4.0,4,2,2702.0,2517,1.019,1658,32,1.462,0.932,
811898133,40.0,F,3,High School,Divorced,Less than $40K,,35.0,3.0,1,3,2555.0,2117,1.049,1334,32,0.6,0.829,
788808633,43.0,M,3,Graduate,Married,$80K - $120K,,26.0,5.0,3,2,2355.0,1090,0.751,1441,29,0.812,0.463,
779804208,53.0,F,2,Graduate,Single,$40K - $60K,Blue,42.0,6.0,2,0,5332.0,0,0.939,1371,39,1.167,0.0,
781391058,55.0,M,1,Uneducated,Single,$40K - $60K,Blue,49.0,6.0,3,2,1443.0,1375,0.683,1991,38,0.583,0.953,
790134408,46.0,M,4,Graduate,Single,$60K - $80K,Blue,39.0,6.0,2,3,10741.0,755,1.166,1278,22,1.444,0.07,
788853258,41.0,M,1,Uneducated,,$60K - $80K,Blue,25.0,3.0,2,0,7984.0,1503,0.797,1734,39,1.167,0.188,
711857733,49.0,M,3,Uneducated,Single,$60K - $80K,Blue,32.0,3.0,2,2,18584.0,2517,0.703,1330,34,1.125,0.135,
822969858,61.0,F,0,Graduate,Married,Unknown,Blue,,4.0,1,3,5585.0,1465,1.503,1787,31,0.722,0.262,
719554758,46.0,M,2,Uneducated,Married,$80K - $120K,Blue,38.0,6.0,3,2,34516.0,2165,0.837,1672,32,0.524,0.063,
711643458,50.0,F,1,Uneducated,Married,Less than $40K,,43.0,6.0,3,4,1438.3,0,1.068,1439,41,1.05,0.0,
788830683,40.0,M,2,Graduate,Single,$80K - $120K,Blue,24.0,5.0,1,0,2478.0,2031,1.284,1558,31,0.938,0.82,
807030858,51.0,M,4,High School,Single,$120K +,,46.0,6.0,3,3,34516.0,2274,0.788,1795,47,0.679,0.066,
793059108,50.0,F,2,Graduate,,$40K - $60K,Blue,44.0,6.0,2,3,2339.0,1440,0.431,893,22,0.375,0.616,
716568708,47.0,F,2,Graduate,Married,Less than $40K,Blue,36.0,6.0,3,2,2726.0,0,0.844,1099,27,0.588,0.0,
828281733,43.0,M,4,Unknown,,$120K +,Blue,39.0,3.0,3,3,14881.0,848,0.762,1408,23,1.091,0.057,
717229158,36.0,F,4,Graduate,,$40K - $60K,,36.0,6.0,3,3,1628.0,969,0.999,1893,15,2.75,0.595,
715915458,47.0,F,2,Graduate,Married,Less than $40K,Blue,34.0,5.0,2,2,3156.0,1644,1.052,1151,31,1.385,0.521,
819129858,46.0,F,2,Graduate,Single,Less than $40K,Blue,41.0,5.0,3,0,4745.0,1270,0.93,1519,31,0.938,0.268,
713441958,46.0,M,2,High School,Married,$120K +,Blue,36.0,5.0,3,2,19727.0,1785,0.572,1245,25,0.786,0.09,
719091333,52.0,,0,Uneducated,,$60K - $80K,,36.0,3.0,3,2,22720.0,793,0.685,1102,27,0.286,0.035,
708666258,43.0,M,4,Unknown,Married,$40K - $60K,Blue,36.0,5.0,3,0,8129.0,1799,0.566,1402,33,0.737,0.221,
714914583,40.0,F,4,Graduate,,Less than $40K,Blue,27.0,6.0,2,3,3751.0,1521,0.974,1060,30,1.308,0.405,
714363858,54.0,F,4,High School,Married,Less than $40K,Blue,36.0,3.0,5,3,1594.0,1411,0.817,1459,35,1.188,0.885,
721347408,55.0,,1,High School,Single,Less than $40K,Blue,43.0,4.0,2,0,2569.0,1403,0.886,1456,39,0.444,0.546,
809608533,49.0,F,4,Post-Graduate,Single,Unknown,Blue,44.0,6.0,3,2,18206.0,1586,0.921,1439,48,1.0,0.087,
772047183,45.0,M,4,High School,Married,$40K - $60K,Blue,34.0,6.0,3,3,3104.0,1766,0.828,1353,24,1.182,0.569,
714217908,49.0,M,3,Graduate,Married,$40K - $60K,Blue,41.0,5.0,3,2,2406.0,1560,0.751,1173,32,0.391,0.648,
714819183,63.0,M,1,Uneducated,Married,$80K - $120K,,36.0,5.0,2,3,24571.0,1955,1.174,1746,28,1.0,0.08,
716455683,40.0,F,3,High School,Single,Less than $40K,Gold,36.0,3.0,2,3,15534.0,726,0.556,1279,28,0.867,0.047,
710865633,41.0,F,2,Graduate,Married,Less than $40K,,33.0,4.0,2,0,12301.0,2250,0.484,1307,29,0.261,0.183,
752952108,37.0,M,4,Graduate,Married,$80K - $120K,Blue,26.0,6.0,2,3,2846.0,1818,0.711,1473,37,1.176,0.639,
712595433,58.0,M,2,Uneducated,Unknown,$120K +,Blue,49.0,6.0,2,3,9788.0,1794,0.778,1805,37,0.762,0.183,
714982383,55.0,M,2,High School,Married,$60K - $80K,Blue,36.0,4.0,3,3,7231.0,2381,0.996,1421,23,1.3,0.329,
813814008,53.0,F,1,High School,Married,Less than $40K,,48.0,6.0,3,2,2324.0,1576,0.728,1272,37,1.312,0.678,
794545983,57.0,M,2,Graduate,Married,$80K - $120K,Blue,40.0,3.0,2,3,12208.0,1980,0.616,1409,34,0.619,0.162,
708288108,43.0,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30.0,2.0,5,3,5639.0,1547,1.087,647,15,0.364,0.274,
715585158,58.0,M,1,Graduate,Married,$60K - $80K,Blue,46.0,3.0,3,2,10021.0,1617,0.578,1275,25,0.667,0.161,
810449883,64.0,,0,Unknown,Married,Less than $40K,,56.0,6.0,1,0,2215.0,1915,0.794,1270,27,0.588,0.865,
789863208,54.0,F,2,Graduate,Married,Less than $40K,Blue,44.0,3.0,2,3,2027.0,1480,0.979,1702,37,0.947,0.73,
715022133,53.0,M,2,Graduate,Married,$60K - $80K,Blue,,6.0,2,2,6363.0,1162,0.644,1256,26,1.0,0.183,
712506708,39.0,F,3,College,Single,Less than $40K,Blue,25.0,6.0,1,2,3920.0,2008,0.944,3178,53,0.656,0.512,
715699983,56.0,M,3,High School,Married,$60K - $80K,Blue,,5.0,1,3,9226.0,1233,1.521,1626,29,1.636,0.134,
818942433,54.0,F,4,Unknown,Divorced,Less than $40K,Blue,49.0,6.0,1,1,9376.0,1288,0.597,1562,33,0.5,0.137,
712459233,59.0,F,1,Post-Graduate,,$40K - $60K,Blue,46.0,5.0,3,3,1944.0,1346,1.052,1960,57,0.727,0.692,
716545383,42.0,M,3,Uneducated,Single,$40K - $60K,,36.0,3.0,1,0,9599.0,1554,1.087,1154,38,1.235,0.162,
721144383,42.0,M,4,Graduate,Married,$60K - $80K,Silver,28.0,5.0,1,2,28202.0,843,0.637,1629,38,0.727,0.03,
821837958,43.0,M,3,College,Unknown,$80K - $120K,,39.0,3.0,3,1,24850.0,1662,0.693,1226,25,0.923,0.067,
804359133,55.0,M,0,High School,Married,$120K +,Blue,49.0,5.0,3,3,3805.0,2233,1.095,1743,27,0.929,0.587,
713308683,52.0,M,1,Uneducated,Single,$80K - $120K,Blue,37.0,5.0,2,2,2733.0,1306,0.791,1139,39,0.444,0.478,
788780958,46.0,M,1,Uneducated,,$40K - $60K,Blue,27.0,6.0,3,3,12781.0,1253,0.638,1073,21,0.4,0.098,
717354558,57.0,M,2,Uneducated,Married,$120K +,Blue,40.0,3.0,3,3,3106.0,1120,1.045,683,17,0.7,0.361,
798473808,48.0,M,3,College,Married,$80K - $120K,Blue,42.0,3.0,3,0,7477.0,0,0.511,1159,32,0.684,0.0,
